,carbon_source,flux_minimum,carbon_yield_minimum,mass_yield_minimum,flux_maximum,carbon_yield_maximum,mass_yield_maximum,EX_co2_e,EX_o2_e
287,EX_co2_e,0.0,0.0,,0.013737154301358816,25.228468479608402,,-0.6561705989110707,-9.574812880336513
288,EX_co2_e,0.0,0.0,,0.013737154301355033,25.228468479601467,,-0.6561705989110707,-9.218578473641802
289,EX_co2_e,0.0,0.0,,0.013737154301355112,25.228468479601613,,-0.6561705989110707,-8.862344066947093
290,EX_co2_e,0.0,0.0,,0.013737154301355716,25.228468479602718,,-0.6561705989110707,-8.506109660252385
291,EX_co2_e,0.0,0.0,,0.013737154301355189,25.22846847960176,,-0.6561705989110707,-8.149875253557674
292,EX_co2_e,0.0,0.0,,0.013737154301354736,25.228468479600906,,-0.6561705989110707,-7.793640846862965
293,EX_co2_e,0.0,0.0,,0.01373715430135528,25.22846847960192,,-0.6561705989110707,-7.437406440168256
294,EX_co2_e,0.0,0.0,,0.013737154301355917,25.228468479603098,,-0.6561705989110707,-7.081172033473546
295,EX_co2_e,0.0,0.0,,0.013737154301356518,25.22846847960417,,-0.6561705989110707,-6.7249376267788366
296,EX_co2_e,0.0,0.0,,0.013737154301356023,25.228468479603283,,-0.6561705989110707,-6.368703220084127
297,EX_co2_e,0.0,0.0,,0.007051463988414137,12.950108375007682,,-0.6561705989110707,-6.012468813389417
298,EX_co2_e,,,,,,,-0.6561705989110707,-5.656234406694708
299,EX_co2_e,,,,,,,-0.6561705989110707,-5.299999999999998
300,EX_co2_e,,,,,,,-0.5249364791288567,-12.06845372719948
301,EX_co2_e,,,,,,,-0.5249364791288567,-11.71221932050477
302,EX_co2_e,,,,,,,-0.5249364791288567,-11.35598491381006
303,EX_co2_e,0.0,1.7207942401226418e-26,,0.010989723441085203,25.22846847960415,,-0.5249364791288567,-10.999750507115351
304,EX_co2_e,0.0,0.0,,0.010989723441084698,25.228468479603,,-0.5249364791288567,-10.64351610042064
305,EX_co2_e,0.0,0.0,,0.010989723441085819,25.228468479605567,,-0.5249364791288567,-10.287281693725932
306,EX_co2_e,0.0,0.0,,0.010989723441085885,25.228468479605716,,-0.5249364791288567,-9.931047287031223
307,EX_co2_e,0.0,0.0,,0.010989723441085885,25.228468479605716,,-0.5249364791288567,-9.574812880336513
308,EX_co2_e,0.0,0.0,,0.010989723441085788,25.228468479605493,,-0.5249364791288567,-9.218578473641802
309,EX_co2_e,0.0,0.0,,0.010989723441080498,25.22846847959336,,-0.5249364791288567,-8.862344066947093
310,EX_co2_e,0.0,0.0,,0.01098972344108071,25.228468479593843,,-0.5249364791288567,-8.506109660252385
311,EX_co2_e,0.0,0.0,,0.010989723441080875,25.22846847959422,,-0.5249364791288567,-8.149875253557674
312,EX_co2_e,0.0,0.0,,0.010989723441081402,25.228468479595435,,-0.5249364791288567,-7.793640846862965
