,carbon_source,flux_minimum,carbon_yield_minimum,mass_yield_minimum,flux_maximum,carbon_yield_maximum,mass_yield_maximum,EX_h2_e,EX_o2_e
106,EX_co2_e,,,,,,,-59.80472244914857,-28.14504970853326
107,EX_co2_e,,,,,,,-59.80472244914857,-26.387738192492243
108,EX_co2_e,,,,,,,-59.80472244914857,-24.630426676451222
109,EX_co2_e,,,,,,,-59.80472244914857,-22.8731151604102
110,EX_co2_e,,,,,,,-59.80472244914857,-21.11580364436918
111,EX_co2_e,,,,,,,-59.80472244914857,-19.35849212832816
112,EX_co2_e,,,,,,,-59.80472244914857,-17.601180612287138
113,EX_co2_e,,,,,,,-59.80472244914857,-15.843869096246117
114,EX_co2_e,,,,,,,-59.80472244914857,-14.086557580205099
115,EX_co2_e,,,,,,,-59.80472244914857,-12.329246064164078
116,EX_co2_e,,,,,,,-59.80472244914857,-10.571934548123057
117,EX_co2_e,,,,,,,-59.80472244914857,-8.814623032082036
118,EX_co2_e,,,,,,,-59.80472244914857,-7.057311516041015
119,EX_co2_e,,,,,,,-59.80472244914857,-5.299999999999999
120,EX_co2_e,,,,,,,-56.290099417066536,-38.688918804779384
121,EX_co2_e,,,,,,,-56.290099417066536,-36.93160728873836
122,EX_co2_e,,,,,,,-56.290099417066536,-35.17429577269734
123,EX_co2_e,,,,,,,-56.290099417066536,-33.41698425665632
124,EX_co2_e,,,,,,,-56.290099417066536,-31.659672740615303
125,EX_co2_e,,,,,,,-56.290099417066536,-29.902361224574282
126,EX_co2_e,0.0,25.11701003104496,,0.0120812155816422,9.374135826358192,,-56.290099417066536,-28.14504970853326
127,EX_co2_e,0.0,1.998897278272462e-29,,0.00447522263185666,1.4959044140429878,,-56.290099417066536,-26.387738192492243
128,EX_co2_e,,,,,,,-56.290099417066536,-24.630426676451222
129,EX_co2_e,,,,,,,-56.290099417066536,-22.8731151604102
130,EX_co2_e,,,,,,,-56.290099417066536,-21.11580364436918
131,EX_co2_e,,,,,,,-56.290099417066536,-19.35849212832816
132,EX_co2_e,,,,,,,-56.290099417066536,-17.601180612287138
133,EX_co2_e,,,,,,,-56.290099417066536,-15.843869096246117
134,EX_co2_e,,,,,,,-56.290099417066536,-14.086557580205099
135,EX_co2_e,,,,,,,-56.290099417066536,-12.329246064164078
136,EX_co2_e,,,,,,,-56.290099417066536,-10.571934548123057
137,EX_co2_e,,,,,,,-56.290099417066536,-8.814623032082036
138,EX_co2_e,,,,,,,-56.290099417066536,-7.057311516041015
139,EX_co2_e,,,,,,,-56.290099417066536,-5.299999999999999
140,EX_co2_e,,,,,,,-52.77547638498449,-38.688918804779384
141,EX_co2_e,,,,,,,-52.77547638498449,-36.93160728873836
142,EX_co2_e,,,,,,,-52.77547638498449,-35.17429577269734
143,EX_co2_e,,,,,,,-52.77547638498449,-33.41698425665632
144,EX_co2_e,,,,,,,-52.77547638498449,-31.659672740615303
145,EX_co2_e,,,,,,,-52.77547638498449,-29.902361224574282
