,carbon_source,flux_minimum,carbon_yield_minimum,mass_yield_minimum,flux_maximum,carbon_yield_maximum,mass_yield_maximum,EX_co2_e,EX_o2_e
280,EX_co2_e,,,,,,,-0.5590673632846344,-11.552631578947302
281,EX_co2_e,,,,,,,-0.5590673632846344,-11.223545706371128
282,EX_co2_e,,,,,,,-0.5590673632846344,-10.894459833794954
283,EX_co2_e,,,,,,,-0.5590673632846344,-10.56537396121878
284,EX_co2_e,0.0,5.430812411745069e-13,,0.011704265090573176,9.374135826358028,,-0.5590673632846344,-10.236288088642606
285,EX_co2_e,0.0,0.0,,0.01170426509057105,9.374135826356332,,-0.5590673632846344,-9.907202216066434
286,EX_co2_e,0.0,0.0,,0.011704265090571046,9.374135826356328,,-0.5590673632846344,-9.578116343490258
287,EX_co2_e,0.0,0.0,,0.011704265090571063,9.37413582635634,,-0.5590673632846344,-9.249030470914086
288,EX_co2_e,0.0,0.0,,0.011704265090572484,9.374135826357476,,-0.5590673632846344,-8.919944598337912
289,EX_co2_e,0.0,0.0,,0.011704265090572813,9.374135826357744,,-0.5590673632846344,-8.590858725761738
290,EX_co2_e,0.0,0.0,,0.011704265090570352,9.374135826355763,,-0.5590673632846344,-8.261772853185564
291,EX_co2_e,0.0,0.0,,0.011704265090570843,9.374135826356163,,-0.5590673632846344,-7.93268698060939
292,EX_co2_e,0.0,0.0,,0.011704265090571424,9.374135826356628,,-0.5590673632846344,-7.6036011080332155
293,EX_co2_e,0.0,0.0,,0.011704265090570992,9.374135826356286,,-0.5590673632846344,-7.2745152354570415
294,EX_co2_e,0.0,0.0,,0.011704265090569353,9.374135826354962,,-0.5590673632846344,-6.945429362880868
295,EX_co2_e,0.0,0.0,,0.011704265090570843,9.374135826356163,,-0.5590673632846344,-6.616343490304694
296,EX_co2_e,0.0,0.0,,0.01170426509057132,9.374135826356543,,-0.5590673632846344,-6.28725761772852
297,EX_co2_e,0.0,0.0,,0.01170426509057196,9.374135826357056,,-0.5590673632846344,-5.958171745152346
298,EX_co2_e,,,,,,,-0.5590673632846344,-5.629085872576172
299,EX_co2_e,,,,,,,-0.5590673632846344,-5.299999999999999
