,carbon_source,flux_minimum,carbon_yield_minimum,mass_yield_minimum,flux_maximum,carbon_yield_maximum,mass_yield_maximum,EX_h2_e,EX_o2_e
280,EX_co2_e,,,,,,,-13.318421052631573,-12.068453727199467
281,EX_co2_e,,,,,,,-13.318421052631573,-11.712219320504758
282,EX_co2_e,,,,,,,-13.318421052631573,-11.35598491381005
283,EX_co2_e,,,,,,,-13.318421052631573,-10.99975050711534
284,EX_co2_e,,,,,,,-13.318421052631573,-10.643516100420632
285,EX_co2_e,,,,,,,-13.318421052631573,-10.287281693725923
286,EX_co2_e,,,,,,,-13.318421052631573,-9.931047287031213
287,EX_co2_e,,,,,,,-13.318421052631573,-9.574812880336504
288,EX_co2_e,,,,,,,-13.318421052631573,-9.218578473641795
289,EX_co2_e,,,,,,,-13.318421052631573,-8.862344066947086
290,EX_co2_e,,,,,,,-13.318421052631573,-8.506109660252378
291,EX_co2_e,,,,,,,-13.318421052631573,-8.149875253557669
292,EX_co2_e,,,,,,,-13.318421052631573,-7.79364084686296
293,EX_co2_e,,,,,,,-13.318421052631573,-7.437406440168251
294,EX_co2_e,0.0,,,0.0014879155279296334,25.228468479568274,,-13.318421052631573,-7.081172033473542
295,EX_co2_e,0.0,,,0.00501362351023545,25.228468479572495,,-13.318421052631573,-6.724937626778833
296,EX_co2_e,0.0,0.0,,0.008539331514255915,25.228468479630795,,-13.318421052631573,-6.368703220084124
297,EX_co2_e,0.0,4.151941145165115e-13,,0.009299907806900423,19.719212324609874,,-13.318421052631573,-6.0124688133894155
298,EX_co2_e,,,,,,,-13.318421052631573,-5.656234406694707
299,EX_co2_e,,,,,,,-13.318421052631573,-5.299999999999998
300,EX_co2_e,,,,,,,-12.774736842105256,-12.068453727199467
301,EX_co2_e,,,,,,,-12.774736842105256,-11.712219320504758
302,EX_co2_e,,,,,,,-12.774736842105256,-11.35598491381005
303,EX_co2_e,,,,,,,-12.774736842105256,-10.99975050711534
304,EX_co2_e,,,,,,,-12.774736842105256,-10.643516100420632
305,EX_co2_e,,,,,,,-12.774736842105256,-10.287281693725923
306,EX_co2_e,,,,,,,-12.774736842105256,-9.931047287031213
307,EX_co2_e,,,,,,,-12.774736842105256,-9.574812880336504
