id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn01997_c0	>	Cytosol	(Annotated_genome.CDS.3371 or Annotated_genome.CDS.2686)	dTDPglucose 4,6-hydro-lyase [c0]		-13.9		(1)  cpd00626[c0] => (1)  cpd00001[c0] + (1)  cpd00521[c0]	(1)  dTDPglucose [c0][c0] => (1)  H2O [c0][c0] + (1)  dTDP-4-oxo-6-deoxy-D-glucose [c0][c0]	rxn01997	TDPGDH	R06513	Streptomycin biosynthesis|Polyketide sugar unit biosynthesis|Biosynthesis of vancomycin group antibiotics	Antibiotic-Biosynthesis|Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|DTDPRHAMSYN-PWY|ECASYN-PWY|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|OANTIGEN-PWY|Rhamnose-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-NUCLEOTIDES
rxn08809_c0	=	Cytosol	Annotated_genome.CDS.1138	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1) (periplasm) [c0]		-264.53		(1)  cpd00001[c0] + (1)  cpd12547[c0] <=> (1)  cpd00067[c0] + (1)  cpd00908[c0] + (1)  cpd15269[c0]	(1)  H2O [c0][c0] + (1)  L-2-Lysophosphatidylethanolamine [c0][c0] <=> (1)  H+ [c0][c0] + (1)  Glycerophosphoethanolamine [c0][c0] + (1)  octadecenoate [c0][c0]	rxn08809	LPLIPAL1E181pp			
rxn00460_c0	>	Cytosol	Annotated_genome.CDS.4469	UTP:pyruvate 2-O-phosphotransferase [c0]		-4.92		(1)  cpd00020[c0] + (1)  cpd00062[c0] => (1)  cpd00014[c0] + (1)  cpd00061[c0] + (1)  cpd00067[c0]	(1)  Pyruvate [c0][c0] + (1)  UTP [c0][c0] => (1)  UDP [c0][c0] + (1)  Phosphoenolpyruvate [c0][c0] + (1)  H+ [c0][c0]	rxn00460		R00659		
rxn00171_c0	=	Cytosol	(Annotated_genome.CDS.3330 or Annotated_genome.CDS.383 or Annotated_genome.CDS.71 or Annotated_genome.CDS.1996 or Annotated_genome.CDS.169 or Annotated_genome.CDS.2194 or Annotated_genome.CDS.2122 or Annotated_genome.CDS.4294 or Annotated_genome.CDS.4047 or Annotated_genome.CDS.4086)	acetaldehyde:NAD+ oxidoreductase (CoA-acetylating) [c0]		-4.7		(1)  cpd00003[c0] + (1)  cpd00010[c0] + (1)  cpd00071[c0] <=> (1)  cpd00004[c0] + (1)  cpd00022[c0] + (1)  cpd00067[c0]	(1)  NAD [c0][c0] + (1)  CoA [c0][c0] + (1)  Acetaldehyde [c0][c0] <=> (1)  NADH [c0][c0] + (1)  Acetyl-CoA [c0][c0] + (1)  H+ [c0][c0]	rxn00171	ACALD	R00228	Benzoate degradation|Pyruvate metabolism|Dioxin degradation|Xylene degradation	2-Aminoethylphosphonate-Degradation|AROMATIC-COMPOUNDS-DEGRADATION|Alcohol-Degradation|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Benzoate-Degradation|Biosynthesis|CARBOXYLATES-DEG|Catechol-Degradation|Degradation|ETOH-ACETYLCOA-ANA-PWY|Energy-Metabolism|Ethanol-Degradation|FERMENTATION-PWY|Fermentation|GLYCINE-SYN|IND-AMINO-ACID-SYN|MANDELATE-DEG|NUCLEO-DEG|Noncarbon-Nutrients|Other-Degradation|P122-PWY|P161-PWY|P441-PWY|P461-PWY|PHOSPHONOTASE-PWY|PWY0-1277|PWY0-1297|PWY0-1298|Phosphorus-Compounds|Pyrimidine-Degradation|Pyruvate-Degradation|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|THREOCAT-PWY|THREONINE-DEG|TOLUENE-DEG|TRYPTOPHAN-DEG
rxn03958_c0	=	Cytosol	Annotated_genome.CDS.3232	1-Deoxy-D-xylulose-5-phosphate isomeroreductase [c0]		5.18		(1)  cpd00006[c0] + (1)  cpd08286[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd08289[c0]	(1)  NADP [c0][c0] + (1)  2-C-methyl-D-erythritol4-phosphate [c0][c0] <=> (1)  NADPH [c0][c0] + (1)  H+ [c0][c0] + (1)  1-deoxy-D-xylulose5-phosphate [c0][c0]	rxn03958	DXPRI	R05688	Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn00178_c0	=	Cytosol	((Annotated_genome.CDS.1599 or Annotated_genome.CDS.3974 or Annotated_genome.CDS.2506 or Annotated_genome.CDS.2160 or Annotated_genome.CDS.955 or Annotated_genome.CDS.1446 or Annotated_genome.CDS.2496 or Annotated_genome.CDS.2192 or Annotated_genome.CDS.3917 or Annotated_genome.CDS.2437 or Annotated_genome.CDS.1650) or (Annotated_genome.CDS.1599 or Annotated_genome.CDS.2506 or Annotated_genome.CDS.2160 or Annotated_genome.CDS.1446 or Annotated_genome.CDS.2192 or Annotated_genome.CDS.4142 or Annotated_genome.CDS.1650) or Annotated_genome.CDS.4282 or (Annotated_genome.CDS.3584 or Annotated_genome.CDS.960))	Acetyl-CoA:acetyl-CoA C-acetyltransferase [c0]		7.06		(2)  cpd00022[c0] <=> (1)  cpd00010[c0] + (1)  cpd00279[c0]	(2)  Acetyl-CoA [c0][c0] <=> (1)  CoA [c0][c0] + (1)  Acetoacetyl-CoA [c0][c0]	rxn00178	AACOAT	R00238	Fatty acid degradation|Synthesis and degradation of ketone bodies|Valine, leucine and isoleucine degradation|Lysine degradation|Benzoate degradation|Tryptophan metabolism|Pyruvate metabolism|Glyoxylate and dicarboxylate metabolism|Propanoate metabolism|Butanoate metabolism|Carbon fixation pathways in prokaryotes|Terpenoid backbone biosynthesis	ACETOACETATE-DEG-PWY|AROMATIC-COMPOUNDS-DEGRADATION|Acetyl-CoA-Butyrate|Amino-Acid-Degradation|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBOXYLATES-DEG|CENTFERM-PWY|CO2-Fixation|Cofactor-Biosynthesis|DITERPENOID-SYN|Degradation|ERGOSTEROL-SYN-PWY|Energy-Metabolism|Fatty-Acid-and-Lipid-Degradation|Fermentation|GGPP-Biosynthesis|GLUDEG-II-PWY|GLUTAMATE-DEG|ISOPRENOIDS|LYSINE-DEG|Lipid-Biosynthesis|OTHER-ENERGY|Other-biosynthesis|P163-PWY|PWY1-3|PWY66-367|PWY66-368|PWY66-5|Polyprenyl-Biosynthesis|Pyruvate-Degradation|SECONDARY-METABOLITE-BIOSYNTHESIS|Sterol-Biosynthesis|TOLUENE-DEG|TRYPTOPHAN-DEG|TRYPTOPHAN-DEGRADATION-1|Terpenoid-Biosynthesis
rxn03264_c0	>	Cytosol	Annotated_genome.CDS.666	ATP:L-selenomethione S-adenosyltransferase [c0]		-25.75		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd03163[c0] => (1)  cpd00009[c0] + (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd03392[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  Selenomethionine [c0][c0] => (1)  Phosphate [c0][c0] + (1)  PPi [c0][c0] + (1)  H+ [c0][c0] + (1)  Se-Adenosylselenomethionine [c0][c0]	rxn03264	SELMETAT	R04771		
rxn01362_c0	<	Cytosol	Annotated_genome.CDS.505	Orotidine-5'-phosphate:diphosphate phospho-alpha-D-ribosyl-transferase [c0]		12.54		(1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd00810[c0] <= (1)  cpd00103[c0] + (1)  cpd00247[c0]	(1)  PPi [c0][c0] + (1)  H+ [c0][c0] + (1)  Orotidylic acid [c0][c0] <= (1)  PRPP [c0][c0] + (1)  Orotate [c0][c0]	rxn01362	ORPT	R01870	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn05329_c0	=	Cytosol	(Annotated_genome.CDS.502 or (Annotated_genome.CDS.3228 or Annotated_genome.CDS.2000))	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase [c0]		2.16		(1)  cpd11478[c0] <=> (1)  cpd00001[c0] + (1)  cpd11465[c0]	(1)  (R) -3-Hydroxybutanoyl-[acyl-carrier protein] [c0][c0] <=> (1)  H2O [c0][c0] + (1)  But-2-enoyl-[acyl-carrier protein] [c0][c0]	rxn05329	HBUHL1	R04428	Fatty acid biosynthesis	
rxn03174_c0	<	Cytosol	Annotated_genome.CDS.1532	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate hydrolase [c0]		7.22		(1)  cpd00001[c0] + (1)  cpd02978[c0] <= (1)  cpd03666[c0]	(1)  H2O [c0][c0] + (1)  7,8-Dihydroneopterin 3'-triphosphate [c0][c0] <= (1)  2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl) - amino-4-oxopyrimidine [c0][c0]	rxn03174		R04639	Folate biosynthesis	
rxn03918_c0	>	Cytosol	(Annotated_genome.CDS.3343 or Annotated_genome.CDS.3343)	ATP:D-glycero-beta-D-manno-heptose 7-phosphate 1-phosphotransferase [c0]		-14.03		(1)  cpd00002[c0] + (1)  cpd04918[c0] => (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd08316[c0]	(1)  ATP [c0][c0] + (1)  D-Glycero-D-manno-heptose7-phosphate [c0][c0] => (1)  ADP [c0][c0] + (1)  H+ [c0][c0] + (1)  D-Glycero-D-manno-heptose1-7-bisphosphate [c0][c0]	rxn03918		R05646	Lipopolysaccharide biosynthesis	
rxn05161_c0	>	Cytosol	((Annotated_genome.CDS.1209 or Annotated_genome.CDS.4271 or Annotated_genome.CDS.4061) and (Annotated_genome.CDS.4558 or Annotated_genome.CDS.1210 or Annotated_genome.CDS.1802 or Annotated_genome.CDS.3591) and (Annotated_genome.CDS.4556 or Annotated_genome.CDS.1208 or Annotated_genome.CDS.4269 or Annotated_genome.CDS.3589 or Annotated_genome.CDS.436 or Annotated_genome.CDS.3468 or Annotated_genome.CDS.3679) and (Annotated_genome.CDS.2280 or Annotated_genome.CDS.4089 or Annotated_genome.CDS.2151 or Annotated_genome.CDS.3317 or Annotated_genome.CDS.1211) and (Annotated_genome.CDS.4555 or Annotated_genome.CDS.3590 or Annotated_genome.CDS.1805 or Annotated_genome.CDS.3467 or Annotated_genome.CDS.2149) and (Annotated_genome.CDS.4063 or Annotated_genome.CDS.1803 or Annotated_genome.CDS.3592) and Annotated_genome.CDS.4091 and Annotated_genome.CDS.3316 and (Annotated_genome.CDS.2801 or Annotated_genome.CDS.2284 or Annotated_genome.CDS.2278 or Annotated_genome.CDS.441 or Annotated_genome.CDS.3319 or Annotated_genome.CDS.3678 or Annotated_genome.CDS.2268 or Annotated_genome.CDS.2518 or Annotated_genome.CDS.4087 or Annotated_genome.CDS.3603 or Annotated_genome.CDS.435 or Annotated_genome.CDS.1591 or Annotated_genome.CDS.3688) and Annotated_genome.CDS.2153 and (Annotated_genome.CDS.1592 or Annotated_genome.CDS.2801 or Annotated_genome.CDS.4272 or Annotated_genome.CDS.2268 or Annotated_genome.CDS.3689 or Annotated_genome.CDS.2519 or Annotated_genome.CDS.2150 or Annotated_genome.CDS.446 or Annotated_genome.CDS.3318 or Annotated_genome.CDS.2279 or Annotated_genome.CDS.3602 or Annotated_genome.CDS.2285 or Annotated_genome.CDS.4060 or Annotated_genome.CDS.4088 or Annotated_genome.CDS.1804))	nonpolar-amino-acid-transporting ATPase [c0]		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00107[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00107[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  L-Leucine [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  L-Leucine [c0][c0]	rxn05161	LEUabc			
rxn00549_c0	>	Cytosol	(Annotated_genome.CDS.2884 or (Annotated_genome.CDS.3389 or Annotated_genome.CDS.850))	D-Fructose-1,6-bisphosphate 1-phosphohydrolase [c0]		7.21		(1)  cpd00001[c0] + (1)  cpd00290[c0] => (1)  cpd00009[c0] + (1)  cpd00072[c0]	(1)  H2O [c0][c0] + (1)  D-fructose-1,6-bisphosphate [c0][c0] => (1)  Phosphate [c0][c0] + (1)  D-fructose-6-phosphate [c0][c0]	rxn00549	FBP	R00762	Methane metabolism|Carbon fixation in photosynthetic organisms	
rxn03951_c0	=	Cytosol	Annotated_genome.CDS.4396	NAD-dependent threonine 4-phosphate dehydrogenase [c0]		3.76		(1)  cpd00003[c0] + (1)  cpd03607[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd04539[c0]	(1)  NAD [c0][c0] + (1)  4-(Phosphonooxy) -threonine [c0][c0] <=> (1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  2-Amino-3-oxo-4-phosphonooxybutyrate [c0][c0]	rxn03951	THPDH	R05681	Vitamin B6 metabolism	
rxn05418_c0	=	Cytosol	Annotated_genome.CDS.2407	8-methyl-3-oxo-nonanoyl-ACP:NADP+ oxidoreductase [c0]		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11554[c0] <=> (1)  cpd00006[c0] + (1)  cpd11555[c0]	(1)  NADPH [c0][c0] + (1)  H+ [c0][c0] + (1)  8-methyl-3-oxo-nonanoyl-ACP [c0][c0] <=> (1)  NADP [c0][c0] + (1)  8-methyl-3-hydroxy-nonanoyl-ACP [c0][c0]	rxn05418				
rxn05200_c0	=	Cytosol	Annotated_genome.CDS.3292	Transport of thymidine, extracellular [c0]		0		(1)  cpd00067[e0] + (1)  cpd00184[e0] <=> (1)  cpd00067[c0] + (1)  cpd00184[c0]	(1)  H+ [e0][e0] + (1)  Thymidine [e0][e0] <=> (1)  H+ [c0][c0] + (1)  Thymidine [c0][c0]	rxn05200	THMDt2			
rxn00506_c0	>	Cytosol	(Annotated_genome.CDS.2035 or Annotated_genome.CDS.3441 or Annotated_genome.CDS.471 or Annotated_genome.CDS.2113 or Annotated_genome.CDS.3579 or Annotated_genome.CDS.1799 or Annotated_genome.CDS.3426 or Annotated_genome.CDS.4291)	Acetaldehyde:NAD+ oxidoreductase [c0]		-11.99		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00071[c0] => (1)  cpd00004[c0] + (1)  cpd00029[c0] + (2)  cpd00067[c0]	(1)  H2O [c0][c0] + (1)  NAD [c0][c0] + (1)  Acetaldehyde [c0][c0] => (1)  NADH [c0][c0] + (1)  Acetate [c0][c0] + (2)  H+ [c0][c0]	rxn00506	ALD2	R00710	Glycolysis / Gluconeogenesis|Pyruvate metabolism	Alcohol-Degradation|Degradation|Ethanol-Degradation|PWY66-161|PWY66-162|PWY66-21
rxn10060_c0	>	Cytosol	Annotated_genome.CDS.1956	NAD kinase (dTTP) [c0]		-4.5		(1)  cpd00003[c0] + (1)  cpd00357[c0] => (1)  cpd00006[c0] + (1)  cpd00067[c0] + (1)  cpd00297[c0]	(1)  NAD [c0][c0] + (1)  TTP [c0][c0] => (1)  NADP [c0][c0] + (1)  H+ [c0][c0] + (1)  dTDP [c0][c0]	rxn10060				
rxn02933_c0	=	Cytosol	(Annotated_genome.CDS.3186 or Annotated_genome.CDS.1597 or Annotated_genome.CDS.2196 or Annotated_genome.CDS.1245 or Annotated_genome.CDS.403 or Annotated_genome.CDS.167 or Annotated_genome.CDS.2162 or Annotated_genome.CDS.2197)	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase [c0]		3.76		(1)  cpd00003[c0] + (1)  cpd02691[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd02124[c0]	(1)  NAD [c0][c0] + (1)  2-methyl-3-hydroxy-butyryl-CoA [c0][c0] <=> (1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  2-Methylacetoacetyl-CoA [c0][c0]	rxn02933	3H2MBCOAD	R04203	Valine, leucine and isoleucine degradation	Amino-Acid-Degradation|Biosynthesis|Degradation|ILEUDEG-PWY|ISOLEUCINE-DEG|Other-biosynthesis
rxn00727_c0	>	Cytosol	(Annotated_genome.CDS.3069 and Annotated_genome.CDS.3068)	Chorismate pyruvate-lyase (amino-accepting) [c0]		-44.16		(1)  cpd00053[c0] + (1)  cpd00216[c0] => (1)  cpd00020[c0] + (1)  cpd00023[c0] + (1)  cpd00067[c0] + (1)  cpd00093[c0]	(1)  L-Glutamine [c0][c0] + (1)  Chorismate [c0][c0] => (1)  Pyruvate [c0][c0] + (1)  L-Glutamate [c0][c0] + (1)  H+ [c0][c0] + (1)  Anthranilate [c0][c0]	rxn00727	ANS	R00986	Phenylalanine, tyrosine and tryptophan biosynthesis	ALKALOIDS-SYN|ALL-CHORISMATE-PWY|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|IND-AMINO-ACID-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|SECONDARY-METABOLITE-BIOSYNTHESIS|TRPSYN-PWY|TRYPTOPHAN-BIOSYNTHESIS
rxn12638_c0	>	Cytosol	(Annotated_genome.CDS.4159 or Annotated_genome.CDS.1275 or Annotated_genome.CDS.3788 or Annotated_genome.CDS.9)	methionyl aminopeptidase [c0]		-93.58		(1)  cpd00001[c0] + (1)  cpd11588[c0] => (1)  cpd00033[c0] + (1)  cpd00129[c0]	(1)  H2O [c0][c0] + (1)  gly-pro-L [c0][c0] => (1)  Glycine [c0][c0] + (1)  L-Proline [c0][c0]	rxn12638	MEAMP1(gly-pro-L)			
rxn01354_c0	=	Cytosol	Annotated_genome.CDS.4469	dGTP:pyruvate 2-O-phosphotransferase [c0]		-4.92		(1)  cpd00020[c0] + (1)  cpd00241[c0] <=> (1)  cpd00061[c0] + (1)  cpd00067[c0] + (1)  cpd00295[c0]	(1)  Pyruvate [c0][c0] + (1)  dGTP [c0][c0] <=> (1)  Phosphoenolpyruvate [c0][c0] + (1)  H+ [c0][c0] + (1)  dGDP [c0][c0]	rxn01354		R01858	Purine metabolism	
rxn02268_c0	>	Cytosol	(Annotated_genome.CDS.1576 or (Annotated_genome.CDS.454 or Annotated_genome.CDS.1643 or Annotated_genome.CDS.1636 or Annotated_genome.CDS.3581))	(S)-2-methylbutanoyl-CoA:oxygen 2,3-oxidoreductase [c0]		-76.7937		(1)  cpd00007[c0] + (2)  cpd00760[c0] => (2)  cpd00001[c0] + (2)  cpd02125[c0]	(1)  O2 [c0][c0] + (2)  2-Methylbutyryl-CoA [c0][c0] => (2)  H2O [c0][c0] + (2)  Tiglyl-CoA [c0][c0]	rxn02268				
rxn01445_c0	>	Cytosol	(Annotated_genome.CDS.3133 or (Annotated_genome.CDS.1906 or Annotated_genome.CDS.1610))	2'-Deoxyguanosine 5'-monophosphate phosphohydrolase [c0]		7.21		(1)  cpd00001[c0] + (1)  cpd00296[c0] => (1)  cpd00009[c0] + (1)  cpd00277[c0]	(1)  H2O [c0][c0] + (1)  dGMP [c0][c0] => (1)  Phosphate [c0][c0] + (1)  Deoxyguanosine [c0][c0]	rxn01445	NTD8	R01968	Purine metabolism	
rxn05248_c0	>	Cytosol	(Annotated_genome.CDS.1457 or Annotated_genome.CDS.4324 or Annotated_genome.CDS.2788 or Annotated_genome.CDS.4283 or Annotated_genome.CDS.3597 or Annotated_genome.CDS.4051 or Annotated_genome.CDS.3649 or Annotated_genome.CDS.3488 or Annotated_genome.CDS.4284 or Annotated_genome.CDS.962 or Annotated_genome.CDS.1662 or Annotated_genome.CDS.4316 or Annotated_genome.CDS.1459 or Annotated_genome.CDS.1598 or Annotated_genome.CDS.4258 or Annotated_genome.CDS.2390 or Annotated_genome.CDS.445 or Annotated_genome.CDS.2201 or Annotated_genome.CDS.1641)	FACOAL150(anteiso) [c0]		-2.486		(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd11438[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd11439[c0]	(1)  ATP [c0][c0] + (1)  CoA [c0][c0] + (1)  fa4 [c0][c0] => (1)  PPi [c0][c0] + (1)  AMP [c0][c0] + (1)  fa4coa [c0][c0]	rxn05248				
rxn00612_c0	=	Cytosol	(Annotated_genome.CDS.51 or Annotated_genome.CDS.1548)	sn-Glycerol-3-phosphate:NADP+ 2-oxidoreductase [c0]		3.76		(1)  cpd00006[c0] + (1)  cpd00080[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00095[c0]	(1)  NADP [c0][c0] + (1)  Glycerol-3-phosphate [c0][c0] <=> (1)  NADPH [c0][c0] + (1)  H+ [c0][c0] + (1)  Glycerone-phosphate [c0][c0]	rxn00612	G3PD2	R00844	Glycerophospholipid metabolism	Biosynthesis|CDP-diacylglycerol-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PHOSLIPSYN2-PWY|PWY0-1319|PWY4FS-7|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis
rxn08766_c0	>	Cytosol	Annotated_genome.CDS.3061	FabH [c0]		-7.37		(1)  cpd00022[c0] + (1)  cpd11492[c0] => (1)  cpd00010[c0] + (1)  cpd00011[c0] + (1)  cpd11488[c0]	(1)  Acetyl-CoA [c0][c0] + (1)  Malonyl-acyl-carrierprotein- [c0][c0] => (1)  CoA [c0][c0] + (1)  CO2 [c0][c0] + (1)  Acetoacetyl-ACP [c0][c0]	rxn08766	KAS15			Biosynthesis|FASYN-INITIAL-PWY|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY0-881
rxn05539_c0	>	Cytosol	Annotated_genome.CDS.3340	oligopeptide-transporting ATPase [c0]		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd01017[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd01017[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  Cys-Gly [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  Cys-Gly [c0][c0]	rxn05539	DIPEPabc15			
rxn08841_c0	=	Cytosol	Annotated_genome.CDS.1138	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0) [c0]		-328.6		(1)  cpd00001[c0] + (1)  cpd15339[c0] <=> (1)  cpd00067[c0] + (1)  cpd00214[c0] + (1)  cpd00908[c0]	(1)  H2O [c0][c0] + (1)  2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)  [c0][c0] <=> (1)  H+ [c0][c0] + (1)  Palmitate [c0][c0] + (1)  Glycerophosphoethanolamine [c0][c0]	rxn08841	LPLIPAL2E160			
rxn05461_c0	=	Cytosol	(Annotated_genome.CDS.2407 or Annotated_genome.CDS.1016)	3-Hydroxyoctodecanoyl-ACP:NADP+ oxidoreductase [c0]		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11570[c0] <=> (1)  cpd00006[c0] + (1)  cpd11571[c0]	(1)  NADPH [c0][c0] + (1)  H+ [c0][c0] + (1)  3-Oxooctodecanoyl-ACP [c0][c0] <=> (1)  NADP [c0][c0] + (1)  3-Hydroxyoctodecanoyl-ACP [c0][c0]	rxn05461				
rxn12405_c0	=	Cytosol	Annotated_genome.CDS.2641	transport of (r)-3-hydroxybutanoate [extraorganism-cytosol](passive) [c0]		0		(1)  cpd00797[e0] <=> (1)  cpd00797[c0]	(1)  (R) -3-Hydroxybutanoate [e0][e0] <=> (1)  (R) -3-Hydroxybutanoate [c0][c0]	rxn12405				
rxn02159_c0	=	Cytosol	Annotated_genome.CDS.1560	L-Histidinol:NAD+ oxidoreductase [c0]		5.22		(1)  cpd00003[c0] + (1)  cpd00641[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd01324[c0]	(1)  NAD [c0][c0] + (1)  L-Histidinol [c0][c0] <=> (1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  L-Histidinal [c0][c0]	rxn02159		R03012	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn01111_c0	>	Cytosol	Annotated_genome.CDS.849	ATP:D-ribulose-5-phosphate 1-phosphotransferase [c0]		-14.03		(1)  cpd00002[c0] + (1)  cpd00171[c0] => (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00871[c0]	(1)  ATP [c0][c0] + (1)  D-Ribulose5-phosphate [c0][c0] => (1)  ADP [c0][c0] + (1)  H+ [c0][c0] + (1)  D-Ribulose 1,5-bisphosphate [c0][c0]	rxn01111	PRKIN	R01523	Carbon fixation in photosynthetic organisms	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Degradation|Energy-Metabolism|PHOTOALL-PWY|Photosynthesis
rxn10222_c0	>	Cytosol	Annotated_genome.CDS.3233	isotetradecanoyl-phosphatidate cytidylyltransferase [c0]		1.07		(1)  cpd00052[c0] + (1)  cpd15679[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd15685[c0]	(1)  CTP [c0][c0] + (1)  1,2-diisotetradecanoyl-sn-glycerol 3-phosphate [c0][c0] => (1)  PPi [c0][c0] + (1)  H+ [c0][c0] + (1)  CDP-1,2-diisotetradecanoylglycerol [c0][c0]	rxn10222				
rxn00269_c0	>	Cytosol	Annotated_genome.CDS.4528	glycine:oxygen oxidoreductase (deaminating) [c0]		-21.56		(1)  cpd00001[c0] + (1)  cpd00007[c0] + (1)  cpd00033[c0] => (1)  cpd00013[c0] + (1)  cpd00025[c0] + (1)  cpd00040[c0]	(1)  H2O [c0][c0] + (1)  O2 [c0][c0] + (1)  Glycine [c0][c0] => (1)  NH3 [c0][c0] + (1)  H2O2 [c0][c0] + (1)  Glyoxalate [c0][c0]	rxn00269	GLYO1	R00366	Glycine, serine and threonine metabolism	
rxn10263_c0	=	Cytosol	Annotated_genome.CDS.4478	anteisopentadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase [c0]		-4.5		(1)  cpd00080[c0] + (1)  cpd15687[c0] <=> (1)  cpd00046[c0] + (1)  cpd15720[c0]	(1)  Glycerol-3-phosphate [c0][c0] + (1)  CDP-1,2-dianteisopentadecanoylglycerol [c0][c0] <=> (1)  CMP [c0][c0] + (1)  Dianteisopentadecanoylphosphatidylglycerophosphate [c0][c0]	rxn10263				
rxn02791_c0	=	Cytosol	(Annotated_genome.CDS.41 or Annotated_genome.CDS.1201 or Annotated_genome.CDS.1794 or Annotated_genome.CDS.4260)	(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase [c0]		0.46		(1)  cpd00023[c0] + (1)  cpd01651[c0] <=> (1)  cpd00001[c0] + (1)  cpd03407[c0]	(1)  L-Glutamate [c0][c0] + (1)  L-3-Cyanoalanine [c0][c0] <=> (1)  H2O [c0][c0] + (1)  gamma-Glutamyl-beta-cyanoalanine [c0][c0]	rxn02791		R03970	Cyanoamino acid metabolism	
