id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn08838_c0	=	Cytosol	Annotated_genome.CDS.1138	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0) [c0]		-335.08		(1)  cpd00001[c0] + (1)  cpd15336[c0] <=> (1)  cpd00067[c0] + (1)  cpd00908[c0] + (1)  cpd01741[c0]	(1)  H2O [c0][c0] + (1)  2-Acyl-sn-glycero-3-phosphoethanolamine dodecanoyl [c0][c0] <=> (1)  H+ [c0][c0] + (1)  Glycerophosphoethanolamine [c0][c0] + (1)  ddca [c0][c0]	rxn08838	LPLIPAL2E120			
rxn05064_c0	>	Cytosol	Annotated_genome.CDS.61	carbamate hydro-lyase [c0]		3.53		(2)  cpd00067[c0] + (1)  cpd01101[c0] => (1)  cpd00011[c0] + (1)  cpd00013[c0]	(2)  H+ [c0][c0] + (1)  Carbamate [c0][c0] => (1)  CO2 [c0][c0] + (1)  NH3 [c0][c0]	rxn05064		R07316		CYANCAT-PWY|Degradation|Detoxification|NITROGEN-DEG|NUCLEO-DEG|Noncarbon-Nutrients|PWY0-1471|Pyrimidine-Degradation|Uracil-Degradation
rxn00148_c0	<	Cytosol	Annotated_genome.CDS.4469	ATP:pyruvate 2-O-phosphotransferase [c0]		-4.92		(1)  cpd00002[c0] + (1)  cpd00020[c0] <= (1)  cpd00008[c0] + (1)  cpd00061[c0] + (1)  cpd00067[c0]	(1)  ATP [c0][c0] + (1)  Pyruvate [c0][c0] <= (1)  ADP [c0][c0] + (1)  Phosphoenolpyruvate [c0][c0] + (1)  H+ [c0][c0]	rxn00148	CDC19	R00200	Glycolysis / Gluconeogenesis|Purine metabolism|Pyruvate metabolism|Carbon fixation in photosynthetic organisms	ANAEROBIC-RESPIRATION|ANAEROFRUCAT-PWY|ANAGLYCOLYSIS-PWY|ANARESP1-PWY|Biosynthesis|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|FERMENTATION-PWY|Fermentation|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|NPGLUCAT-PWY|P122-PWY|P124-PWY|P341-PWY|P441-PWY|P461-PWY|Respiration|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|TCA-VARIANTS|Xylose-Degradation
rxn00100_c0	>	Cytosol	Annotated_genome.CDS.680	ATP:dephospho-CoA 3'-phosphotransferase [c0]		-14.03		(1)  cpd00002[c0] + (1)  cpd00655[c0] => (1)  cpd00008[c0] + (1)  cpd00010[c0] + (1)  cpd00067[c0]	(1)  ATP [c0][c0] + (1)  Dephospho-CoA [c0][c0] => (1)  ADP [c0][c0] + (1)  CoA [c0][c0] + (1)  H+ [c0][c0]	rxn00100	DPCOAK	R00130	Pantothenate and CoA biosynthesis	Biosynthesis|COA-PWY|CoA-Biosynthesis|Cofactor-Biosynthesis|PANTOSYN-PWY|Vitamin-Biosynthesis
rxn02281_c0	>	Cytosol	(Annotated_genome.CDS.375 or Annotated_genome.CDS.376)	N-Methylimidazolidine-2,4-dione amidohydrolase (ATP-hydrolysing) [c0]	3.5.2.14	-14.36		(2)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd01679[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (2)  cpd00067[c0] + (1)  cpd00768[c0]	(2)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  N-Methylhydantoin [c0][c0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (2)  H+ [c0][c0] + (1)  N-Carbamoylsarcosine [c0][c0]	rxn02281		R03187	Arginine and proline metabolism	AMINE-DEG|Creatinine-Degradation|Degradation
rxn00514_c0	>	Cytosol	Annotated_genome.CDS.3979	Inosine 5'-triphosphate pyrophosphohydrolase [c0]		-27.3		(1)  cpd00001[c0] + (1)  cpd00068[c0] => (1)  cpd00012[c0] + (2)  cpd00067[c0] + (1)  cpd00114[c0]	(1)  H2O [c0][c0] + (1)  ITP [c0][c0] => (1)  PPi [c0][c0] + (2)  H+ [c0][c0] + (1)  IMP [c0][c0]	rxn00514	ITPASE2	R00720	Purine metabolism	
rxn00789_c0	<	Cytosol	Annotated_genome.CDS.3783	1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transferase [c0]		17.21		(1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd01775[c0] <= (1)  cpd00002[c0] + (1)  cpd00103[c0]	(1)  PPi [c0][c0] + (1)  H+ [c0][c0] + (1)  Phosphoribosyl-ATP [c0][c0] <= (1)  ATP [c0][c0] + (1)  PRPP [c0][c0]	rxn00789	ATPPRT	R01071	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn03436_c0	=	Cytosol	Annotated_genome.CDS.1712	(S)-2-Aceto-2-hydroxybutanoate:NADP+ oxidoreductase (isomerizing) [c0]		2.46		(1)  cpd00498[c0] <=> (1)  cpd10162[c0]	(1)  2-Aceto-2-hydroxybutanoate [c0][c0] <=> (1)  (R) -3-Hydroxy-3-methyl-2-oxopentanoate [c0][c0]	rxn03436		R05069	Valine, leucine and isoleucine biosynthesis	
rxn05390_c0	=	Cytosol	(Annotated_genome.CDS.502 or (Annotated_genome.CDS.3228 or Annotated_genome.CDS.2000))	7-methyl-3-hydroxy-octanoyl-ACP hydro-lyase [c0]		2.163		(1)  cpd11526[c0] <=> (1)  cpd00001[c0] + (1)  cpd11527[c0]	(1)  7-methyl-3-hydroxy-octanoyl-ACP [c0][c0] <=> (1)  H2O [c0][c0] + (1)  7-methyl-trans-oct-2-enoyl-ACP [c0][c0]	rxn05390				
rxn05437_c0	>	Cytosol	(Annotated_genome.CDS.500 or Annotated_genome.CDS.3522 or Annotated_genome.CDS.3653)	12-methyl-trans-tetra-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific) [c0]		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11514[c0] => (1)  cpd00003[c0] + (1)  cpd11515[c0]	(1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  12-methyl-trans-tetra-dec-2-enoyl-ACP [c0][c0] => (1)  NAD [c0][c0] + (1)  12-methyl-tetra-decanoyl-ACP [c0][c0]	rxn05437				
rxn05158_c0	>	Cytosol	(Annotated_genome.CDS.2157 and (Annotated_genome.CDS.3845 or Annotated_genome.CDS.2156))	ATP phosphohydrolase (glycerol-3-phosphate-importing) [c0]		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00080[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00080[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  Glycerol-3-phosphate [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  Glycerol-3-phosphate [c0][c0]	rxn05158	GLYC3Pabc			
rxn00781_c0	=	Cytosol	Annotated_genome.CDS.1949	D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating) [c0]		-9.89		(1)  cpd00003[c0] + (1)  cpd00009[c0] + (1)  cpd00102[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00203[c0]	(1)  NAD [c0][c0] + (1)  Phosphate [c0][c0] + (1)  Glyceraldehyde3-phosphate [c0][c0] <=> (1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  1,3-Bisphospho-D-glycerate [c0][c0]	rxn00781	GAPD	R01061	Glycolysis / Gluconeogenesis|Carbon fixation in photosynthetic organisms	ANAEROFRUCAT-PWY|ANAGLYCOLYSIS-PWY|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|P122-PWY|P124-PWY|P185-PWY|P441-PWY|P461-PWY|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUCSYN-PWY|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|TCA-VARIANTS|Xylose-Degradation
rxn05319_c0	=	Cytosol	(Annotated_genome.CDS.773 or Annotated_genome.CDS.289)	TRANS-RXNBWI-115401.ce.maizeexp.OH_OH [c0]		0		(1)  cpd00001[e0] <=> (1)  cpd00001[c0]	(1)  H2O [e0][e0] <=> (1)  H2O [c0][c0]	rxn05319	H2Ot			
rxn00881_c0	>	Cytosol	Annotated_genome.CDS.1954	1D-myo-Inositol 1-phosphate phosphohydrolase [c0]		7.21		(1)  cpd00001[c0] + (1)  cpd00867[c0] => (1)  cpd00009[c0] + (1)  cpd00121[c0]	(1)  H2O [c0][c0] + (1)  Inositol 1-phosphate [c0][c0] => (1)  Phosphate [c0][c0] + (1)  L-Inositol [c0][c0]	rxn00881	MI1PP	R01185	Inositol phosphate metabolism	CYCLITOLS-DEG|Degradation|Phytate-Degradation|SECONDARY-METABOLITE-DEGRADATION|Sugar-Derivatives
rxn05298_c0	=	Cytosol	Annotated_genome.CDS.2643	Na+/glutamate symport [c0]		0		(1)  cpd00023[e0] + (1)  cpd00971[e0] <=> (1)  cpd00023[c0] + (1)  cpd00971[c0]	(1)  L-Glutamate [e0][e0] + (1)  Na+ [e0][e0] <=> (1)  L-Glutamate [c0][c0] + (1)  Na+ [c0][c0]	rxn05298	GLUt4			
rxn01355_c0	>	Cytosol	(Annotated_genome.CDS.3766 and Annotated_genome.CDS.1632)	Propanoyl-CoA:carbon-dioxide ligase (ADP-forming) [c0]		-2.88		(1)  cpd00002[c0] + (1)  cpd00086[c0] + (1)  cpd00242[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00519[c0]	(1)  ATP [c0][c0] + (1)  Propionyl-CoA [c0][c0] + (1)  H2CO3 [c0][c0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  D-methylmalonyl-CoA [c0][c0]	rxn01355		R01859	Valine, leucine and isoleucine degradation|Glyoxylate and dicarboxylate metabolism|Propanoate metabolism|Carbon fixation pathways in prokaryotes	2-Oxobutanoate-Degradation|Amino-Acid-Degradation|Autotrophic-CO2-Fixation|C1-COMPOUNDS|CARBOXYLATES-DEG|CO2-Fixation|Degradation|Energy-Metabolism|METHIONINE-DEG|PROPIONMET-PWY|Propionate-Degradation
rxn00292_c0	>	Cytosol	Annotated_genome.CDS.605	UDP-N-acetyl-D-glucosamine 2-epimerase [c0]		-4.81		(1)  cpd00001[c0] + (1)  cpd00037[c0] => (1)  cpd00014[c0] + (1)  cpd00492[c0]	(1)  H2O [c0][c0] + (1)  UDP-N-acetylglucosamine [c0][c0] => (1)  UDP [c0][c0] + (1)  N-Acetyl-D-mannosamine [c0][c0]	rxn00292	UAG2EMA	R00414	Amino sugar and nucleotide sugar metabolism	
rxn08336_c0	>	Cytosol	Annotated_genome.CDS.504	dihydroorotic acid (menaquinone-8) [c0]		151.79		(1)  cpd00282[c0] + (1)  cpd15500[c0] => (1)  cpd00247[c0] + (1)  cpd15499[c0]	(1)  S-Dihydroorotate [c0][c0] + (1)  Menaquinone 8 [c0][c0] => (1)  Orotate [c0][c0] + (1)  Menaquinol 8 [c0][c0]	rxn08336	DHORD5			
rxn03864_c0	=	Cytosol	Annotated_genome.CDS.3659	R05582 [c0]		2.3		(1)  cpd00003[c0] + (1)  cpd06704[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd06705[c0]	(1)  NAD [c0][c0] + (1)  2-Hydroxycyclohexane-1-carboxyl-CoA [c0][c0] <=> (1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  2-Oxocyclohexane-1-carbonyl-CoA [c0][c0]	rxn03864		R05582	Benzoate degradation	AROMATIC-COMPOUNDS-DEGRADATION|Benzoyl-CoA-Degradation|Degradation|P321-PWY
rxn05401_c0	=	Cytosol	Annotated_genome.CDS.2407	13-methyl-3-oxo-tetra-decanoyl-ACP:NADP+ oxidoreductase [c0]		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11537[c0] <=> (1)  cpd00006[c0] + (1)  cpd11538[c0]	(1)  NADPH [c0][c0] + (1)  H+ [c0][c0] + (1)  13-methyl-3-oxo-tetra-decanoyl-ACP [c0][c0] <=> (1)  NADP [c0][c0] + (1)  13-methyl-3-hydroxy-tetra-decanoyl-ACP [c0][c0]	rxn05401				
rxn02264_c0	=	Cytosol	Annotated_genome.CDS.1551	Hydroxymethylbilane hydro-lyase(cyclizing) [c0]				(1)  cpd00755[c0] <=> (1)  cpd00001[c0] + (1)  cpd00774[c0]	(1)  Hydroxymethylbilane [c0][c0] <=> (1)  H2O [c0][c0] + (1)  UroporphyrinogenIII [c0][c0]	rxn02264	HEM4	R03165	Porphyrin and chlorophyll metabolism	Biosynthesis|Chlorophyll-Biosynthesis|Chlorophyll-a-Biosynthesis|Cofactor-Biosynthesis|HEME-SYN|Porphyrin-Compounds-Biosynthesis|Tetrapyrrole-Biosynthesis
rxn05157_c0	>	Cytosol	(Annotated_genome.CDS.3514 and Annotated_genome.CDS.3511 and Annotated_genome.CDS.3515 and Annotated_genome.CDS.3513 and Annotated_genome.CDS.3512)	Urea-ABC transport [c0]		-6.817		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00073[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00073[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  Urea [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  Urea [c0][c0]	rxn05157				
rxn05198_c0	=	Cytosol	Annotated_genome.CDS.3292	Transport of cytidine, extracellular [c0]		0		(1)  cpd00067[e0] + (1)  cpd00367[e0] <=> (1)  cpd00067[c0] + (1)  cpd00367[c0]	(1)  H+ [e0][e0] + (1)  Cytidine [e0][e0] <=> (1)  H+ [c0][c0] + (1)  Cytidine [c0][c0]	rxn05198	CYTDt2			
rxn09202_c0	>	Cytosol	Annotated_genome.CDS.3577	Phosphatidylserine decarboxylase (n-C18:0) [c0]		-73.2		(2)  cpd00067[c0] + (1)  cpd15557[c0] => (1)  cpd00011[c0] + (1)  cpd15533[c0]	(2)  H+ [c0][c0] + (1)  phosphatidylserine dioctadecanoyl [c0][c0] => (1)  CO2 [c0][c0] + (1)  phosphatidylethanolamine dioctadecanoyl [c0][c0]	rxn09202	PSD180			
rxn01451_c0	=	Cytosol	((Annotated_genome.CDS.3831 or Annotated_genome.CDS.4483 or Annotated_genome.CDS.3915 or Annotated_genome.CDS.1597 or Annotated_genome.CDS.2162 or Annotated_genome.CDS.3028 or Annotated_genome.CDS.4286 or Annotated_genome.CDS.4034 or Annotated_genome.CDS.1762 or Annotated_genome.CDS.3331 or Annotated_genome.CDS.2200 or Annotated_genome.CDS.3898 or Annotated_genome.CDS.4130 or Annotated_genome.CDS.1589 or Annotated_genome.CDS.4054 or Annotated_genome.CDS.3594 or Annotated_genome.CDS.2383 or Annotated_genome.CDS.403 or Annotated_genome.CDS.3583 or Annotated_genome.CDS.3648 or Annotated_genome.CDS.4317 or Annotated_genome.CDS.1649) or (Annotated_genome.CDS.3186 or Annotated_genome.CDS.1597 or Annotated_genome.CDS.2196 or Annotated_genome.CDS.1245 or Annotated_genome.CDS.403 or Annotated_genome.CDS.167 or Annotated_genome.CDS.2162 or Annotated_genome.CDS.2197) or Annotated_genome.CDS.3492)	(S)-3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase [c0]		3.76		(1)  cpd00003[c0] + (1)  cpd00842[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00279[c0]	(1)  NAD [c0][c0] + (1)  (S) -3-Hydroxybutyryl-CoA [c0][c0] <=> (1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  Acetoacetyl-CoA [c0][c0]	rxn01451	HACD1	R01975	Fatty acid degradation|Lysine degradation|Tryptophan metabolism|Butanoate metabolism|Carbon fixation pathways in prokaryotes	AROMATIC-COMPOUNDS-DEGRADATION|Amino-Acid-Degradation|Autotrophic-CO2-Fixation|C1-COMPOUNDS|CARBOXYLATES-DEG|CENTFERM-PWY|CO2-Fixation|Degradation|Energy-Metabolism|Fermentation|GLUDEG-II-PWY|GLUTAMATE-DEG|Pyruvate-Degradation|TOLUENE-DEG|TRYPTOPHAN-DEG|TRYPTOPHAN-DEGRADATION-1
rxn03903_c0	=	Cytosol	Annotated_genome.CDS.564	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala):undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase [c0]		0		(1)  cpd00286[c0] + (1)  cpd02862[c0] <=> (1)  cpd00091[c0] + (1)  cpd02948[c0]	(1)  Undecaprenylphosphate [c0][c0] + (1)  UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)  [c0][c0] <=> (1)  UMP [c0][c0] + (1)  MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala) -diphospho- undecaprenol [c0][c0]	rxn03903	PAPPT2	R05629	Peptidoglycan biosynthesis	
rxn00097_c0	=	Cytosol	Annotated_genome.CDS.2856	ATP:AMP phosphotransferase [c0]		9.53		(1)  cpd00002[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0] <=> (2)  cpd00008[c0]	(1)  ATP [c0][c0] + (1)  AMP [c0][c0] + (1)  H+ [c0][c0] <=> (2)  ADP [c0][c0]	rxn00097	ADK1	R00127	Purine metabolism	Biosynthesis|DENOVOPURINE2-PWY|Metabolic-Clusters|Nucleotide-Biosynthesis|P1-PWY|PRPP-PWY|PUR-NUC-SYN|PYR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis|Purine-Nucleotides-Salvage
rxn05514_c0	=	Cytosol	Annotated_genome.CDS.2252	calcium transport in/out via proton antiporter [c0]	2.A.19|TC-2.A.19	0		(1)  cpd00063[c0] + (1)  cpd00067[e0] <=> (1)  cpd00063[e0] + (1)  cpd00067[c0]	(1)  Ca2+ [c0][c0] + (1)  H+ [e0][e0] <=> (1)  Ca2+ [e0][e0] + (1)  H+ [c0][c0]	rxn05514	CAt4			
rxn02212_c0	>	Cytosol	Annotated_genome.CDS.1242	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing) [c0]	4.2.3.4	-7.4		(1)  cpd02857[c0] => (1)  cpd00009[c0] + (1)  cpd00699[c0]	(1)  DAHP [c0][c0] => (1)  Phosphate [c0][c0] + (1)  5-Dehydroquinate [c0][c0]	rxn02212	ARO1_1	R03083	Phenylalanine, tyrosine and tryptophan biosynthesis	3-Dehydroquinate-Biosynthesis|ALL-CHORISMATE-PWY|ARO-PWY|AROMATIC-COMPOUNDS-BIOSYN|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|Chorismate-Biosynthesis
rxn05324_c0	<	Cytosol	(Annotated_genome.CDS.500 or Annotated_genome.CDS.3522 or Annotated_genome.CDS.3653)	Dodecanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing) [c0]		16.55		(1)  cpd00003[c0] + (1)  cpd11468[c0] <= (1)  cpd00004[c0] + (2)  cpd00067[c0] + (1)  cpd11469[c0]	(1)  NAD [c0][c0] + (1)  Dodecanoyl-ACP [c0][c0] <= (1)  NADH [c0][c0] + (2)  H+ [c0][c0] + (1)  (2E) -Dodecenoyl-[acp] [c0][c0]	rxn05324	DDMAT5	R04724	Fatty acid biosynthesis	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Palmitate-Biosynthesis
rxn10481_c0	>	Cytosol	(Annotated_genome.CDS.2098 or Annotated_genome.CDS.172 or Annotated_genome.CDS.1348 or Annotated_genome.CDS.2083 or Annotated_genome.CDS.4343)	Copper transport via ABC system [c0]		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00058[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00058[c0] + (1)  cpd00067[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  Cu2+ [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  Cu2+ [c0][c0] + (1)  H+ [c0][c0]	rxn10481	Cuabc			
rxn03535_c0	>	Cytosol	(Annotated_genome.CDS.2988 or Annotated_genome.CDS.876)	ATP:cob(I)yrinic acid-a,c-diamide Cobeta-adenosyltransferase [c0]				(1)  cpd00002[c0] + (1)  cpd00067[c0] + (1)  cpd03915[c0] => (1)  cpd00421[c0] + (1)  cpd03916[c0]	(1)  ATP [c0][c0] + (1)  H+ [c0][c0] + (1)  Cob(I) yrinate diamide [c0][c0] => (1)  Triphosphate [c0][c0] + (1)  Adenosyl cobyrinate diamide [c0][c0]	rxn03535	CYRDAAT	R05220	Porphyrin and chlorophyll metabolism	Adenosylcobalamin-Biosynthesis|Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|P381-PWY|Vitamin-Biosynthesis
rxn00692_c0	=	Cytosol	Annotated_genome.CDS.3248	5,10-Methylenetetrahydrofolate:glycine hydroxymethyltransferase [c0]		-0.05		(1)  cpd00001[c0] + (1)  cpd00033[c0] + (1)  cpd00125[c0] <=> (1)  cpd00054[c0] + (1)  cpd00087[c0]	(1)  H2O [c0][c0] + (1)  Glycine [c0][c0] + (1)  5-10-Methylenetetrahydrofolate [c0][c0] <=> (1)  L-Serine [c0][c0] + (1)  Tetrahydrofolate [c0][c0]	rxn00692	GHMT	R00945	Glycine, serine and threonine metabolism|Cyanoamino acid metabolism|Glyoxylate and dicarboxylate metabolism|One carbon pool by folate|Methane metabolism	1CMET2-PWY|AMINE-DEG|Amino-Acid-Biosynthesis|Biosynthesis|C1-COMPOUNDS|Cofactor-Biosynthesis|Degradation|Energy-Metabolism|Folate-Biosynthesis|Formaldehyde-Assimilation|GLYCINE-SYN|GLYSYN-PWY|IND-AMINO-ACID-SYN|NUCLEO-DEG|Photosynthesis|Purine-Degradation|SER-GLYSYN-PWY|Vitamin-Biosynthesis
rxn00802_c0	=	Cytosol	Annotated_genome.CDS.603	2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming) [c0]		7.34		(1)  cpd02152[c0] <=> (1)  cpd00051[c0] + (1)  cpd00106[c0]	(1)  L-Argininosuccinate [c0][c0] <=> (1)  L-Arginine [c0][c0] + (1)  Fumarate [c0][c0]	rxn00802		R01086	Alanine, aspartate and glutamate metabolism|Arginine and proline metabolism	ARG+POLYAMINE-SYN|ARGININE-DEG|ARGININE-SYN|ARGININE-SYN4-PWY|ARGSYN-PWY|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Citrulline-Biosynthesis|Degradation|IND-AMINO-ACID-SYN|Metabolic-Regulators|NITROGEN-DEG|Nitric-Oxide-Biosynthesis|Noncarbon-Nutrients|Other-Amino-Acid-Biosynthesis|Polyamine-Biosynthesis
rxn08440_c0	>	Cytosol	Annotated_genome.CDS.186	lauroyl-CoA hydrolase [c0]		-5.76		(1)  cpd00001[c0] + (1)  cpd01260[c0] => (1)  cpd00010[c0] + (1)  cpd00067[c0] + (1)  cpd01741[c0]	(1)  H2O [c0][c0] + (1)  Lauroyl-CoA [c0][c0] => (1)  CoA [c0][c0] + (1)  H+ [c0][c0] + (1)  ddca [c0][c0]	rxn08440	FACOAE120			Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis
rxn02160_c0	>	Cytosol	(Annotated_genome.CDS.3850 or Annotated_genome.CDS.1137)	L-Histidinol-phosphate phosphohydrolase [c0]		7.21		(1)  cpd00001[c0] + (1)  cpd00807[c0] => (1)  cpd00009[c0] + (1)  cpd00641[c0]	(1)  H2O [c0][c0] + (1)  L-histidinol-phosphate [c0][c0] => (1)  Phosphate [c0][c0] + (1)  L-Histidinol [c0][c0]	rxn02160	HIS2	R03013	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn08802_c0	=	Cytosol	Annotated_genome.CDS.1138	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm) [c0]		-291.05		(1)  cpd00001[c0] + (1)  cpd15328[c0] <=> (2)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd15269[c0]	(1)  H2O [c0][c0] + (1)  1-octadec-11-enoyl-sn-glycerol 3-phosphate [c0][c0] <=> (2)  H+ [c0][c0] + (1)  Glycerol-3-phosphate [c0][c0] + (1)  octadecenoate [c0][c0]	rxn08802	LPLIPAL1A181pp			
rxn10230_c0	>	Cytosol	Annotated_genome.CDS.3576	anteisopentadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase [c0]		-15.04		(1)  cpd00054[c0] + (1)  cpd15687[c0] => (1)  cpd00046[c0] + (2)  cpd00067[c0] + (1)  cpd15693[c0]	(1)  L-Serine [c0][c0] + (1)  CDP-1,2-dianteisopentadecanoylglycerol [c0][c0] => (1)  CMP [c0][c0] + (2)  H+ [c0][c0] + (1)  Dianteisopentadecanoylphosphatidylserine [c0][c0]	rxn10230				
rxn02720_c0	=	Cytosol	((Annotated_genome.CDS.2198 or Annotated_genome.CDS.166) or (Annotated_genome.CDS.401 or Annotated_genome.CDS.453 or Annotated_genome.CDS.4278) or (Annotated_genome.CDS.3431 or Annotated_genome.CDS.3582 or Annotated_genome.CDS.1461 or Annotated_genome.CDS.3609 or Annotated_genome.CDS.3675 or Annotated_genome.CDS.1466 or Annotated_genome.CDS.4279 or Annotated_genome.CDS.768 or Annotated_genome.CDS.2002 or Annotated_genome.CDS.1583 or Annotated_genome.CDS.4262 or Annotated_genome.CDS.3332))	Lauroyl-CoA:(acceptor) 2,3-oxidoreductase [c0]		7.23		(1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd01260[c0] <=> (1)  cpd00982[c0] + (1)  cpd02060[c0]	(1)  FAD [c0][c0] + (1)  H+ [c0][c0] + (1)  Lauroyl-CoA [c0][c0] <=> (1)  FADH2 [c0][c0] + (1)  (2E) -Dodecenoyl-CoA [c0][c0]	rxn02720	ACOAD5f	R03857	Fatty acid degradation	
rxn00913_c0	>	Cytosol	(Annotated_genome.CDS.3133 or (Annotated_genome.CDS.1906 or Annotated_genome.CDS.1610))	Guanosine 5'-monophosphate phosphohydrolase [c0]		7.21		(1)  cpd00001[c0] + (1)  cpd00126[c0] => (1)  cpd00009[c0] + (1)  cpd00311[c0]	(1)  H2O [c0][c0] + (1)  GMP [c0][c0] => (1)  Phosphate [c0][c0] + (1)  Guanosine [c0][c0]	rxn00913	NTD9	R01227	Purine metabolism	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|Guanosine-Nucleotides-Degradation|NUCLEO-DEG|P165-PWY|Purine-Degradation|Urate-Degradation
