pi_flux(mmol/gdw/h),Growth Rate(h-1),pi_rate(g/l/h)
0.00588,0.018488071,0.013536188
0.00587,0.018456628,0.013513167
0.00586,0.018425186,0.013490147
0.00585,0.018393744,0.013467126
0.00584,0.018362301,0.013444105
0.00583,0.018330859,0.013421084
0.00582,0.018299417,0.013398064
0.00581,0.018267975,0.013375043
0.0058,0.018236532,0.013352022
0.00579,0.01820509,0.013329002
0.00578,0.018173648,0.013305981
0.00577,0.018142205,0.01328296
0.00576,0.018110763,0.013259939
0.00575,0.018079321,0.013236919
0.00574,0.018047878,0.013213898
0.00573,0.018016436,0.013190877
0.00572,0.017984994,0.013167856
0.00571,0.017953552,0.013144836
0.0057,0.017922109,0.013121815
0.00569,0.017890667,0.013098794
0.00568,0.017859225,0.013075774
0.00567,0.017827782,0.013052753
0.00566,0.01779634,0.013029732
0.00565,0.017764898,0.013006711
0.00564,0.017733456,0.012983691
0.00563,0.017702013,0.01296067
0.00562,0.017670571,0.012937649
0.00561,0.017639129,0.012914628
0.0056,0.017607686,0.012891608
0.00559,0.017576244,0.012868587
0.00558,0.017544802,0.012845566
0.00557,0.017513359,0.012822545
0.00556,0.017481917,0.012799525
0.00555,0.017450475,0.012776504
0.00554,0.017419033,0.012753483
0.00553,0.01738759,0.012730463
0.00552,0.017356148,0.012707442
0.00551,0.017324706,0.012684421
0.0055,0.017293263,0.0126614
0.00549,0.017261821,0.01263838
0.00548,0.017230379,0.012615359
0.00547,0.017198936,0.012592338
0.00546,0.017167494,0.012569317
0.00545,0.017136052,0.012546297
0.00544,0.01710461,0.012523276
0.00543,0.017073167,0.012500255
0.00542,0.017041725,0.012477235
0.00541,0.017010283,0.012454214
0.0054,0.01697884,0.012431193
0.00539,0.016947398,0.012408172
0.00538,0.016915956,0.012385152
0.00537,0.016884513,0.012362131
0.00536,0.016853071,0.01233911
0.00535,0.016821629,0.012316089
0.00534,0.016790187,0.012293069
0.00533,0.016758744,0.012270048
0.00532,0.016727302,0.012247027
0.00531,0.01669586,0.012224007
0.0053,0.016664417,0.012200986
0.00529,0.016632975,0.012177965
0.00528,0.016601533,0.012154944
0.00527,0.016570091,0.012131924
0.00526,0.016538648,0.012108903
0.00525,0.016507206,0.012085882
0.00524,0.016475764,0.012062861
0.00523,0.016444321,0.012039841
0.00522,0.016412879,0.01201682
0.00521,0.016381437,0.011993799
0.0052,0.016349994,0.011970779
0.00519,0.016318552,0.011947758
0.00518,0.01628711,0.011924737
0.00517,0.016255668,0.011901716
0.00516,0.016224225,0.011878696
0.00515,0.016192783,0.011855675
0.00514,0.016161341,0.011832654
0.00513,0.016129898,0.011809633
0.00512,0.016098456,0.011786613
0.00511,0.016067014,0.011763592
0.0051,0.016035571,0.011740571
0.00509,0.016004129,0.011717551
0.00508,0.015972687,0.01169453
0.00507,0.015941245,0.011671509
0.00506,0.015909802,0.011648488
0.00505,0.01587836,0.011625468
0.00504,0.015846918,0.011602447
0.00503,0.015815475,0.011579426
0.00502,0.015784033,0.011556405
0.00501,0.015752591,0.011533385
0.005,0.015721148,0.011510364
0.00499,0.015689706,0.011487343
0.00498,0.015658264,0.011464323
0.00497,0.015626822,0.011441302
0.00496,0.015595379,0.011418281
0.00495,0.015563937,0.01139526
0.00494,0.015532495,0.01137224
0.00493,0.015501052,0.011349219
0.00492,0.01546961,0.011326198
0.00491,0.015438168,0.011303177
0.0049,0.015406726,0.011280157
0.00489,0.015375283,0.011257136
0.00488,0.015343841,0.011234115
0.00487,0.015312399,0.011211095
0.00486,0.015280956,0.011188074
0.00485,0.015249514,0.011165053
0.00484,0.015218072,0.011142032
0.00483,0.015186629,0.011119012
0.00482,0.015155187,0.011095991
0.00481,0.015123745,0.01107297
0.0048,0.015092303,0.011049949
0.00479,0.01506086,0.011026929
0.00478,0.015029418,0.011003908
0.00477,0.014997976,0.010980887
0.00476,0.014966533,0.010957867
0.00475,0.014935091,0.010934846
0.00474,0.014903649,0.010911825
0.00473,0.014872206,0.010888804
0.00472,0.014840764,0.010865784
0.00471,0.014809322,0.010842763
0.0047,0.01477788,0.010819742
0.00469,0.014746437,0.010796721
0.00468,0.014714995,0.010773701
0.00467,0.014683553,0.01075068
0.00466,0.01465211,0.010727659
0.00465,0.014620668,0.010704639
0.00464,0.014589226,0.010681618
0.00463,0.014557784,0.010658597
0.00462,0.014526341,0.010635576
0.00461,0.014494899,0.010612556
0.0046,0.014463457,0.010589535
0.00459,0.014432014,0.010566514
0.00458,0.014400572,0.010543493
0.00457,0.01436913,0.010520473
0.00456,0.014337687,0.010497452
0.00455,0.014306245,0.010474431
0.00454,0.014274803,0.010451411
0.00453,0.014243361,0.01042839
0.00452,0.014211918,0.010405369
0.00451,0.014180476,0.010382348
0.0045,0.014149034,0.010359328
0.00449,0.014117591,0.010336307
0.00448,0.014086149,0.010313286
0.00447,0.014054707,0.010290265
0.00446,0.014023264,0.010267245
0.00445,0.013991822,0.010244224
0.00444,0.01396038,0.010221203
0.00443,0.013928938,0.010198183
0.00442,0.013897495,0.010175162
0.00441,0.013866053,0.010152141
0.0044,0.013834611,0.01012912
0.00439,0.013803168,0.0101061
0.00438,0.013771726,0.010083079
0.00437,0.013740284,0.010060058
0.00436,0.013708841,0.010037037
0.00435,0.013677399,0.010014017
0.00434,0.013645957,0.009990996
0.00433,0.013614515,0.009967975
0.00432,0.013583072,0.009944954
0.00431,0.01355163,0.009921934
0.0043,0.013520188,0.009898913
0.00429,0.013488745,0.009875892
0.00428,0.013457303,0.009852872
0.00427,0.013425861,0.009829851
0.00426,0.013394419,0.00980683
0.00425,0.013362976,0.009783809
0.00424,0.013331534,0.009760789
0.00423,0.013300092,0.009737768
0.00422,0.013268649,0.009714747
0.00421,0.013237207,0.009691726
0.0042,0.013205765,0.009668706
0.00419,0.013174322,0.009645685
0.00418,0.01314288,0.009622664
0.00417,0.013111438,0.009599644
0.00416,0.013079996,0.009576623
0.00415,0.013048553,0.009553602
0.00414,0.013017111,0.009530581
0.00413,0.012985669,0.009507561
0.00412,0.012954226,0.00948454
0.00411,0.012922784,0.009461519
0.0041,0.012891342,0.009438498
0.00409,0.012859899,0.009415478
0.00408,0.012828457,0.009392457
0.00407,0.012797015,0.009369436
0.00406,0.012765573,0.009346416
0.00405,0.01273413,0.009323395
0.00404,0.012702688,0.009300374
0.00403,0.012671246,0.009277353
0.00402,0.012639803,0.009254333
0.00401,0.012608361,0.009231312
0.004,0.012576919,0.009208291
0.00399,0.012545476,0.00918527
0.00398,0.012514034,0.00916225
0.00397,0.012482592,0.009139229
0.00396,0.01245115,0.009116208
0.00395,0.012419707,0.009093188
0.00394,0.012388265,0.009070167
0.00393,0.012356823,0.009047146
0.00392,0.01232538,0.009024125
0.00391,0.012293938,0.009001105
0.0039,0.012262496,0.008978084
0.00389,0.012231054,0.008955063
0.00388,0.012199611,0.008932042
0.00387,0.012168169,0.008909022
0.00386,0.012136727,0.008886001
0.00385,0.012105284,0.00886298
0.00384,0.012073842,0.00883996
0.00383,0.0120424,0.008816939
0.00382,0.012010957,0.008793918
0.00381,0.011979515,0.008770897
0.0038,0.011948073,0.008747877
0.00379,0.011916631,0.008724856
0.00378,0.011885188,0.008701835
0.00377,0.011853746,0.008678814
0.00376,0.011822304,0.008655794
0.00375,0.011790861,0.008632773
0.00374,0.011759419,0.008609752
0.00373,0.011727977,0.008586732
0.00372,0.011696534,0.008563711
0.00371,0.011665092,0.00854069
0.0037,0.01163365,0.008517669
0.00369,0.011602208,0.008494649
0.00368,0.011570765,0.008471628
0.00367,0.011539323,0.008448607
0.00366,0.011507881,0.008425586
0.00365,0.011476438,0.008402566
0.00364,0.011444996,0.008379545
0.00363,0.011413554,0.008356524
0.00362,0.011382112,0.008333504
0.00361,0.011350669,0.008310483
0.0036,0.011319227,0.008287462
0.00359,0.011287785,0.008264441
0.00358,0.011256342,0.008241421
0.00357,0.0112249,0.0082184
0.00356,0.011193458,0.008195379
0.00355,0.011162015,0.008172358
0.00354,0.011130573,0.008149338
0.00353,0.011099131,0.008126317
0.00352,0.011067689,0.008103296
0.00351,0.011036246,0.008080276
0.0035,0.011004804,0.008057255
0.00349,0.010973362,0.008034234
0.00348,0.010941919,0.008011213
0.00347,0.010910477,0.007988193
0.00346,0.010879035,0.007965172
0.00345,0.010847592,0.007942151
0.00344,0.01081615,0.00791913
0.00343,0.010784708,0.00789611
0.00342,0.010753266,0.007873089
0.00341,0.010721823,0.007850068
0.0034,0.010690381,0.007827048
0.00339,0.010658939,0.007804027
0.00338,0.010627496,0.007781006
0.00337,0.010596054,0.007757985
0.00336,0.010564612,0.007734965
0.00335,0.010533169,0.007711944
0.00334,0.010501727,0.007688923
0.00333,0.010470285,0.007665902
0.00332,0.010438843,0.007642882
0.00331,0.0104074,0.007619861
0.0033,0.010375958,0.00759684
0.00329,0.010344516,0.00757382
0.00328,0.010313073,0.007550799
0.00327,0.010281631,0.007527778
0.00326,0.010250189,0.007504757
0.00325,0.010218747,0.007481737
0.00324,0.010187304,0.007458716
0.00323,0.010155862,0.007435695
0.00322,0.01012442,0.007412674
0.00321,0.010092977,0.007389654
0.0032,0.010061535,0.007366633
0.00319,0.010030093,0.007343612
0.00318,0.00999865,0.007320592
0.00317,0.009967208,0.007297571
0.00316,0.009935766,0.00727455
0.00315,0.009904324,0.007251529
0.00314,0.009872881,0.007228509
0.00313,0.009841439,0.007205488
0.00312,0.009809997,0.007182467
0.00311,0.009778554,0.007159446
0.0031,0.009747112,0.007136426
0.00309,0.00971567,0.007113405
0.00308,0.009684227,0.007090384
0.00307,0.009652785,0.007067363
0.00306,0.009621343,0.007044343
0.00305,0.009589901,0.007021322
0.00304,0.009558458,0.006998301
0.00303,0.009527016,0.006975281
0.00302,0.009495574,0.00695226
0.00301,0.009464131,0.006929239
0.003,0.009432689,0.006906218
0.00299,0.009401247,0.006883198
0.00298,0.009369805,0.006860177
0.00297,0.009338362,0.006837156
0.00296,0.00930692,0.006814135
0.00295,0.009275478,0.006791115
0.00294,0.009244035,0.006768094
0.00293,0.009212593,0.006745073
0.00292,0.009181151,0.006722053
0.00291,0.009149708,0.006699032
0.0029,0.009118266,0.006676011
0.00289,0.009086824,0.00665299
0.00288,0.009055382,0.00662997
0.00287,0.009023939,0.006606949
0.00286,0.008992497,0.006583928
0.00285,0.008961055,0.006560907
0.00284,0.008929612,0.006537887
0.00283,0.00889817,0.006514866
0.00282,0.008866728,0.006491845
0.00281,0.008835285,0.006468825
0.0028,0.008803843,0.006445804
0.00279,0.008772401,0.006422783
0.00278,0.008740959,0.006399762
0.00277,0.008709516,0.006376742
0.00276,0.008678074,0.006353721
0.00275,0.008646632,0.0063307
0.00274,0.008615189,0.006307679
0.00273,0.008583747,0.006284659
0.00272,0.008552305,0.006261638
0.00271,0.008520862,0.006238617
0.0027,0.00848942,0.006215597
0.00269,0.008457978,0.006192576
0.00268,0.008426536,0.006169555
0.00267,0.008395093,0.006146534
0.00266,0.008363651,0.006123514
0.00265,0.008332209,0.006100493
0.00264,0.008300766,0.006077472
0.00263,0.008269324,0.006054451
0.00262,0.008237882,0.006031431
0.00261,0.00820644,0.00600841
0.0026,0.008174997,0.005985389
0.00259,0.008143555,0.005962369
0.00258,0.008112113,0.005939348
0.00257,0.00808067,0.005916327
0.00256,0.008049228,0.005893306
0.00255,0.008017786,0.005870286
0.00254,0.007986343,0.005847265
0.00253,0.007954901,0.005824244
0.00252,0.007923459,0.005801223
0.00251,0.007892017,0.005778203
0.0025,0.007860574,0.005755182
0.00249,0.007829132,0.005732161
0.00248,0.00779769,0.005709141
0.00247,0.007766247,0.00568612
0.00246,0.007734805,0.005663099
0.00245,0.007703363,0.005640078
0.00244,0.00767192,0.005617058
0.00243,0.007640478,0.005594037
0.00242,0.007609036,0.005571016
0.00241,0.007577594,0.005547995
0.0024,0.007546151,0.005524975
0.00239,0.007514709,0.005501954
0.00238,0.007483267,0.005478933
0.00237,0.007451824,0.005455913
0.00236,0.007420382,0.005432892
0.00235,0.00738894,0.005409871
0.00234,0.007357497,0.00538685
0.00233,0.007326055,0.00536383
0.00232,0.007294613,0.005340809
0.00231,0.007263171,0.005317788
0.0023,0.007231728,0.005294767
0.00229,0.007200286,0.005271747
0.00228,0.007168844,0.005248726
0.00227,0.007137401,0.005225705
0.00226,0.007105959,0.005202685
0.00225,0.007074517,0.005179664
0.00224,0.007043075,0.005156643
0.00223,0.007011632,0.005133622
0.00222,0.00698019,0.005110602
0.00221,0.006948748,0.005087581
0.0022,0.006917305,0.00506456
0.00219,0.006885863,0.005041539
0.00218,0.006854421,0.005018519
0.00217,0.006822978,0.004995498
0.00216,0.006791536,0.004972477
0.00215,0.006760094,0.004949457
0.00214,0.006728652,0.004926436
0.00213,0.006697209,0.004903415
0.00212,0.006665767,0.004880394
0.00211,0.006634325,0.004857374
0.0021,0.006602882,0.004834353
0.00209,0.00657144,0.004811332
0.00208,0.006539998,0.004788311
0.00207,0.006508555,0.004765291
0.00206,0.006477113,0.00474227
0.00205,0.006445671,0.004719249
0.00204,0.006414229,0.004696229
0.00203,0.006382786,0.004673208
0.00202,0.006351344,0.004650187
0.00201,0.006319902,0.004627166
0.002,0.006288459,0.004604146
0.00199,0.006257017,0.004581125
0.00198,0.006225575,0.004558104
0.00197,0.006194133,0.004535083
0.00196,0.00616269,0.004512063
0.00195,0.006131248,0.004489042
0.00194,0.006099806,0.004466021
0.00193,0.006068363,0.004443001
0.00192,0.006036921,0.00441998
0.00191,0.006005479,0.004396959
0.0019,0.005974036,0.004373938
0.00189,0.005942594,0.004350918
0.00188,0.005911152,0.004327897
0.00187,0.00587971,0.004304876
0.00186,0.005848267,0.004281855
0.00185,0.005816825,0.004258835
0.00184,0.005785383,0.004235814
0.00183,0.00575394,0.004212793
0.00182,0.005722498,0.004189772
0.00181,0.005691056,0.004166752
0.0018,0.005659613,0.004143731
0.00179,0.005628171,0.00412071
0.00178,0.005596729,0.00409769
0.00177,0.005565287,0.004074669
0.00176,0.005533844,0.004051648
0.00175,0.005502402,0.004028627
0.00174,0.00547096,0.004005607
0.00173,0.005439517,0.003982586
0.00172,0.005408075,0.003959565
0.00171,0.005376633,0.003936544
0.0017,0.00534519,0.003913524
0.00169,0.005313748,0.003890503
0.00168,0.005282306,0.003867482
0.00167,0.005250864,0.003844462
0.00166,0.005219421,0.003821441
0.00165,0.005187979,0.00379842
0.00164,0.005156537,0.003775399
0.00163,0.005125094,0.003752379
0.00162,0.005093652,0.003729358
0.00161,0.00506221,0.003706337
0.0016,0.005030768,0.003683316
0.00159,0.004999325,0.003660296
0.00158,0.004967883,0.003637275
0.00157,0.004936441,0.003614254
0.00156,0.004904998,0.003591234
0.00155,0.004873556,0.003568213
0.00154,0.004842114,0.003545192
0.00153,0.004810671,0.003522171
0.00152,0.004779229,0.003499151
0.00151,0.004747787,0.00347613
0.0015,0.004716345,0.003453109
0.00149,0.004684902,0.003430088
0.00148,0.00465346,0.003407068
0.00147,0.004622018,0.003384047
0.00146,0.004590575,0.003361026
0.00145,0.004559133,0.003338006
0.00144,0.004527691,0.003314985
0.00143,0.004496248,0.003291964
0.00142,0.004464806,0.003268943
0.00141,0.004433364,0.003245923
0.0014,0.004401922,0.003222902
0.00139,0.004370479,0.003199881
0.00138,0.004339037,0.00317686
0.00137,0.004307595,0.00315384
0.00136,0.004276152,0.003130819
0.00135,0.00424471,0.003107798
0.00134,0.004213268,0.003084778
0.00133,0.004181825,0.003061757
0.00132,0.004150383,0.003038736
0.00131,0.004118941,0.003015715
0.0013,0.004087499,0.002992695
0.00129,0.004056056,0.002969674
0.00128,0.004024614,0.002946653
0.00127,0.003993172,0.002923632
0.00126,0.003961729,0.002900612
0.00125,0.003930287,0.002877591
0.00124,0.003898845,0.00285457
0.00123,0.003867403,0.00283155
0.00122,0.00383596,0.002808529
0.00121,0.003804518,0.002785508
0.0012,0.003773076,0.002762487
0.00119,0.003741633,0.002739467
0.00118,0.003710191,0.002716446
0.00117,0.003678749,0.002693425
0.00116,0.003647306,0.002670404
0.00115,0.003615864,0.002647384
0.00114,0.003584422,0.002624363
0.00113,0.00355298,0.002601342
0.00112,0.003521537,0.002578322
0.00111,0.003490095,0.002555301
0.0011,0.003458653,0.00253228
0.00109,0.00342721,0.002509259
0.00108,0.003395768,0.002486239
0.00107,0.003364326,0.002463218
0.00106,0.003332883,0.002440197
0.00105,0.003301441,0.002417176
0.00104,0.003269999,0.002394156
0.00103,0.003238557,0.002371135
0.00102,0.003207114,0.002348114
0.00101,0.003175672,0.002325094
0.001,0.00314423,0.002302073
0.00099,0.003112787,0.002279052
0.00098,0.003081345,0.002256031
0.00097,0.003049903,0.002233011
0.00096,0.003018461,0.00220999
0.00095,0.002987018,0.002186969
0.00094,0.002955576,0.002163948
0.00093,0.002924134,0.002140928
0.00092,0.002892691,0.002117907
0.00091,0.002861249,0.002094886
0.0009,0.002829807,0.002071866
0.00089,0.002798364,0.002048845
0.00088,0.002766922,0.002025824
0.00087,0.00273548,0.002002803
0.00086,0.002704038,0.001979783
0.00085,0.002672595,0.001956762
0.00084,0.002641153,0.001933741
0.00083,0.002609711,0.00191072
0.00082,0.002578268,0.0018877
0.00081,0.002546826,0.001864679
0.0008,0.002515384,0.001841658
0.00079,0.002483941,0.001818638
0.00078,0.002452499,0.001795617
0.00077,0.002421057,0.001772596
0.00076,0.002389615,0.001749575
0.00075,0.002358172,0.001726555
0.00074,0.00232673,0.001703534
0.00073,0.002295288,0.001680513
0.00072,0.002263845,0.001657492
0.00071,0.002232403,0.001634472
0.0007,0.002200961,0.001611451
0.00069,0.002169518,0.00158843
0.00068,0.002138076,0.00156541
0.00067,0.002106634,0.001542389
0.00066,0.002075192,0.001519368
0.00065,0.002043749,0.001496347
0.00064,0.002012307,0.001473327
0.00063,0.001980865,0.001450306
0.00062,0.001949422,0.001427285
0.00061,0.00191798,0.001404264
0.0006,0.001886538,0.001381244
0.00059,0.001855096,0.001358223
0.00058,0.001823653,0.001335202
0.00057,0.001792211,0.001312181
0.00056,0.001760769,0.001289161
0.00055,0.001729326,0.00126614
0.00054,0.001697884,0.001243119
0.00053,0.001666442,0.001220099
0.00052,0.001634999,0.001197078
0.00051,0.001603557,0.001174057
0.0005,0.001572115,0.001151036
0.00049,0.001540673,0.001128016
0.00048,0.00150923,0.001104995
0.00047,0.001477788,0.001081974
0.00046,0.001446346,0.001058953
0.00045,0.001414903,0.001035933
0.00044,0.001383461,0.001012912
0.00043,0.001352019,0.000989891
0.00042,0.001320576,0.000966871
0.00041,0.001289134,0.00094385
0.0004,0.001257692,0.000920829
0.00039,0.00122625,0.000897808
0.00038,0.001194807,0.000874788
0.00037,0.001163365,0.000851767
0.00036,0.001131923,0.000828746
0.00035,0.00110048,0.000805725
0.00034,0.001069038,0.000782705
0.00033,0.001037596,0.000759684
0.00032,0.001006154,0.000736663
0.00031,0.000974711,0.000713643
0.0003,0.000943269,0.000690622
0.00029,0.000911827,0.000667601
0.00028,0.000880384,0.00064458
0.00027,0.000848942,0.00062156
0.00026,0.0008175,0.000598539
0.00025,0.000786057,0.000575518
0.00024,0.000754615,0.000552497
0.00023,0.000723173,0.000529477
0.00022,0.000691731,0.000506456
0.00021,0.000660288,0.000483435
0.0002,0.000628846,0.000460415
0.00019,0.000597404,0.000437394
0.00018,0.000565961,0.000414373
0.00017,0.000534519,0.000391352
0.00016,0.000503077,0.000368332
0.00015,0.000471634,0.000345311
0.00014,0.000440192,0.00032229
0.00013,0.00040875,0.000299269
0.00012,0.000377308,0.000276249
0.00011,0.000345865,0.000253228
0.0001,0.000314423,0.000230207
9.00E-05,0.000282981,0.000207187
8.00E-05,0.000251538,0.000184166
7.00E-05,0.000220096,0.000161145
6.00E-05,0.000188654,0.000138124
5.00E-05,0.000157211,0.000115104
4.00E-05,0.000125769,9.21E-05
3.00E-05,9.43E-05,6.91E-05
2.00E-05,6.29E-05,4.60E-05
1.00E-05,3.14E-05,2.30E-05
